caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,term,naturalCourt,chief,docket,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
1975-163,1975-163-01,1975-163-01-01,1975-163-01-01-01,6/29/1976,1,1975,1506,Burger,74-1646,2/25/1976,,111,,28,25,1,,,0,302,25,301,25,0,12,2,1,1,2,0,0,0,0,10090,1,1,0,2,,2,210,,100,99,1,7,2
1975-164,1975-164-01,1975-164-01-01,1975-164-01-01-01,6/29/1976,1,1975,1506,Burger,75-88,1/13/1976,,362,,129,,2,62,,0,113,,113,,0,,3,2,1,3,0,1,0,0,20200,2,1,0,1,,2,212,,100,99,1,6,3
1975-165,1975-165-01,1975-165-01-01,1975-165-01-01-01,6/29/1976,1,1975,1506,Burger,74-6212,1/13/1976,,129,,362,,2,62,,1,79,,79,,1,,9,1,1,2,0,0,0,0,20200,2,1,0,1,,2,212,,100,99,1,6,3
1975-166,1975-166-01,1975-166-01-01,1975-166-01-01-01,6/30/1976,1,1975,1506,Burger,75-817,4/19/1976,,226,,16,32,1,,,0,302,32,300,32,0,11,2,1,1,3,0,1,0,0,30010,3,2,0,2,,2,200,,99,99,1,9,0
1975-167,1975-167-01,1975-167-01-01,1975-167-01-01-01,6/30/1976,1,1975,1506,Burger,75-377,4/28/1976,,100,,28,26,2,,,0,302,26,300,26,0,,2,1,1,2,0,0,0,0,10580,1,1,0,2,,2,215,,100,99,1,5,4
1975-168,1975-168-01,1975-168-01-01,1975-168-01-01-01,6/30/1976,2,1975,1506,Burger,75-1558,,,216,,216,,1,,,0,109,,23,,1,12,3,1,1,3,0,1,0,0,90110,9,2,0,3,4,4,400,,,99,1,6,2
1975-169,1975-169-01,1975-169-01-01,1975-169-01-01-01,7/1/1976,1,1975,1506,Burger,74-1302,12/2/1975,,371,,132,,2,,,1,73,,73,,0,,2,1,1,5,1,1,0,0,40010,4,2,0,1,,2,207,,98,99,1,6,2
1975-170,1975-170-01,1975-170-01-01,1975-170-01-01-01,7/1/1976,1,1975,1506,Burger,74-1151,3/23/1976,,165,,28,30,2,,,1,86,,86,,1,,,1,3,7,0,1,0,0,50020,5,2,0,2,,2,230,,100,92,1,5,4
1975-171,1975-171-01,1975-171-01-01,1975-171-01-01-01,7/1/1976,1,1975,1506,Burger,74-1393,3/23/1976,,28,30,206,,1,,,0,86,,28,,0,12,3,1,1,4,0,1,0,0,90240,9,2,0,1,,1,139,,100,92,1,5,4
1975-172,1975-172-01,1975-172-01-01,1975-172-01-01-01,7/1/1976,1,1975,1506,Burger,75-73,3/23/1976,,28,26,165,,2,,,1,80,,80,,1,,,2,1,5,0,1,0,0,90070,9,1,0,3,7,5,500,,100,99,1,9,0
1975-173,1975-173-01,1975-173-01-01,1975-173-01-01-01,7/2/1976,7,1975,1506,Burger,74-6257,3/31/1976,,126,,28,13,1,,,0,302,13,300,13,0,11,12,1,1,2,0,0,1,0,10130,1,1,0,2,,2,221,,94,99,1,7,2
1975-174,1975-174-01,1975-174-01-01,1975-174-01-01-01,7/2/1976,7,1975,1506,Burger,75-5706,3/31/1976,,126,,28,12,1,,,0,302,12,300,12,0,11,2,1,1,2,0,0,0,0,10130,1,1,0,2,,2,221,,101,99,1,7,2
1975-175,1975-175-01,1975-175-01-01,1975-175-01-01-01,7/2/1976,7,1975,1506,Burger,75-5394,3/30/1976,,126,,28,51,1,,,0,302,51,300,51,0,11,2,1,1,2,0,0,0,0,10130,1,1,0,2,,2,221,,103,99,1,7,2
1975-176,1975-176-01,1975-176-01-01,1975-176-01-01-01,7/2/1976,7,1975,1506,Burger,75-5491,3/31/1976,,126,,28,38,1,,,0,302,38,300,38,0,11,2,1,3,4,0,1,0,0,10130,1,2,0,2,,2,221,,94,92,1,5,4
1975-177,1975-177-01,1975-177-01-01,1975-177-01-01-01,7/2/1976,7,1975,1506,Burger,75-5844,3/31/1976,,126,,28,22,1,,,0,302,22,300,22,0,11,2,1,3,4,0,1,0,0,10130,1,2,0,2,,2,221,,103,92,1,5,4
1975-178,1975-178-01,1975-178-01-01,1975-178-01-01-01,7/6/1976,1,1975,1506,Burger,75-76,3/29/1976,,28,49,100,,1,,,0,302,49,300,49,0,12,3,2,1,4,0,1,0,0,10060,1,1,0,2,,2,205,,99,99,1,5,4
1975-179,1975-179-01,1975-179-01-01,1975-179-01-01-01,7/6/1976,1,1975,1506,Burger,75-339,3/24/1976,,151,,249,,1,,,0,97,,22,,0,2,2,1,1,2,0,0,0,0,70010,7,1,0,4,,3,357,,95,99,1,5,4
1975-180,1975-180-01,1975-180-01-01,1975-180-01-01-01,7/6/1976,1,1975,1506,Burger,74-958,12/8/1975,,27,,100,,1,69,,0,48,,29,,0,10,2,2,1,4,0,1,0,0,10050,1,1,0,7,,5,502,,100,99,1,5,3
1975-181,1975-181-01,1975-181-01-01,1975-181-01-01-01,7/6/1976,1,1975,1506,Burger,74-1055,2/24/1976,,28,6,126,,1,,,0,50,,29,,0,12,3,2,1,3,0,1,0,0,10020,1,1,0,3,,3,341,,101,99,1,6,3
1975-182,1975-182-01,1975-182-01-01,1975-182-01-01-01,7/6/1976,1,1975,1506,Burger,74-1560,4/26/1976,,27,,100,,1,,,0,51,,29,,1,12,3,2,1,4,0,1,0,0,10060,1,1,0,1,,2,205,,101,99,1,7,2
1975-183,1975-183-01,1975-183-01-01,1975-183-01-01-01,7/6/1976,1,1975,1506,Burger,75-122,1/14/1976,,144,,148,,1,,,0,81,,26,,0,13,2,1,1,4,0,1,0,0,80010,8,2,0,7,4,,,,103,99,1,6,3
1976-001,1976-001-01,1976-001-01-01,1976-001-01-01-01,10/12/1976,2,1976,1506,Burger,75-1534,,,27,,100,,1,,,0,93,,30,,0,12,9,2,1,5,0,1,0,0,10170,1,1,0,1,,2,206,,,99,1,9,0
1976-002,1976-002-01,1976-002-01-01,1976-002-01-01-01,10/12/1976,2,1976,1506,Burger,75-1535,,,27,,100,,1,,,0,,,30,,0,12,2,2,1,5,0,1,0,0,10170,1,1,0,1,,2,206,,,99,1,9,0
1976-003,1976-003-01,1976-003-01-01,1976-003-01-01-01,10/12/1976,2,1976,1506,Burger,75-1547,,,27,,100,,1,,,0,93,,30,,0,12,9,2,1,5,0,1,0,0,10350,1,1,0,3,,,,,,99,1,9,0
1976-004,1976-004-01,1976-004-01-01,1976-004-01-01-01,10/12/1976,2,1976,1506,Burger,75-1667,,,27,,240,,1,,,0,126,,24,,0,12,3,2,1,4,0,1,0,0,10220,1,1,0,4,,3,345,,,99,1,9,0
1976-005,1976-005-01,1976-005-01-01,1976-005-01-01-01,10/12/1976,2,1976,1506,Burger,75-1867,,,27,,100,,1,,,0,88,,29,,0,12,9,2,1,4,0,1,0,0,10170,1,1,0,1,,2,206,,,99,1,7,0
1976-006,1976-006-01,1976-006-01-01,1976-006-01-01-01,10/18/1976,2,1976,1506,Burger,72-1251,,,198,,27,,1,,,0,50,,50,,0,,,1,1,9,0,1,1,0,90110,9,2,0,4,,4,400,,,99,1,8,0
1976-007,1976-007-01,1976-007-01-01,1976-007-01-01-01,10/18/1976,2,1976,1506,Burger,75-1692,,,100,,27,,1,,,0,122,,25,,0,12,2,1,1,5,0,0,0,0,10330,1,2,0,7,,5,505,,,92,1,6,0
1976-008,1976-008-01,1976-008-01-01,1976-008-01-01-01,11/1/1976,2,1976,1506,Burger,75-1666,,,368,,106,,1,7,,0,23,,23,,1,12,3,2,1,3,0,1,0,0,20260,2,1,0,5,,,,,,99,1,9,0
1976-009,1976-009-01,1976-009-01-01,1976-009-01-01-01,11/1/1976,2,1976,1506,Burger,75-1726,,,28,5,100,,1,,,0,47,,28,,0,12,3,2,1,4,0,1,0,0,10030,1,1,0,7,,,,,,99,1,8,1
1976-010,1976-010-01,1976-010-01-01,1976-010-01-01-01,11/2/1976,1,1976,1506,Burger,74-799,11/12/1975,10/5/1976,27,,240,,1,69,,0,87,,28,,0,2,2,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,94,94,1,5,4
1976-011,1976-011-01,1976-011-01-01,1976-011-01-01-01,11/2/1976,6,1976,1506,Burger,74-6438,10/12/1976,,215,,4,21,1,,,0,,,26,,0,12,2,2,1,5,0,1,0,0,90130,9,1,0,3,,,,,,99,1,6,3
1976-012,1976-012-01,1976-012-01-01,1976-012-01-01-01,11/2/1976,5,1976,1506,Burger,75-478,10/12/1976,,151,,145,,1,,,0,73,,26,,0,12,,2,1,2,0,0,0,0,30160,3,2,0,3,,,,,,,1,4,4
1976-013,1976-013-01,1976-013-01-01,1976-013-01-01-01,11/8/1976,2,1976,1506,Burger,76-265,,,28,26,9,26,2,117,26,1,80,,80,,0,,12,1,1,10,0,1,0,0,90190,9,2,0,3,,,,,,99,1,8,0
1976-014,1976-014-01,1976-014-01-01,1976-014-01-01-01,11/9/1976,1,1976,1506,Burger,75-831,10/4/1976,,4,37,238,,2,117,37,1,124,,124,,0,12,,1,1,5,0,0,0,0,90090,9,1,0,4,,6,600,28 U.S.C. § 1341,94,99,1,9,0
1976-015,1976-015-01,1976-015-01-01,1976-015-01-01-01,11/15/1976,1,1976,1506,Burger,74-6632,10/12/1976,,217,,27,,1,,,0,72,,30,,0,11,2,1,1,2,0,0,0,0,40040,4,1,0,1,,2,207,,99,99,1,7,2
1976-016,1976-016-01,1976-016-01-01,1976-016-01-01-01,11/30/1976,1,1976,1506,Burger,75-929,10/5/1976,,19,51,215,,1,117,51,0,121,,25,,0,12,4,2,1,4,0,1,0,0,10140,1,1,0,1,,2,221,,98,99,1,8,1
1976-017,1976-017-01,1976-017-01-01,1976-017-01-01-01,11/30/1976,6,1976,1506,Burger,75-823,11/2/1976,,19,41,208,,1,,,0,104,,26,,0,12,2,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,99,1,9,0
1976-018,1976-018-01,1976-018-01-01,1976-018-01-01-01,12/6/1976,2,1976,1506,Burger,75-1536,,,27,,100,,1,,,0,,,30,,0,12,2,2,1,5,0,1,0,0,10170,1,1,0,1,,2,206,,,99,1,9,0
1976-019,1976-019-01,1976-019-01-01,1976-019-01-01-01,12/6/1976,2,1976,1506,Burger,76-5403,,,126,,28,13,1,,,0,302,13,300,13,0,12,2,1,1,4,0,1,0,0,10250,1,2,0,2,,2,217,,,92,1,6,0
1976-020,1976-020-01,1976-020-01-01,1976-020-01-01-01,12/7/1976,1,1976,1506,Burger,74-1589,1/19/1976,10/13/1976,151,,154,,1,,,0,126,,24,,1,12,2,2,1,3,0,1,0,0,20140,2,1,0,4,,3,384,,102,99,1,6,3
1976-021,1976-021-01,1976-021-01-01,1976-021-01-01-01,12/7/1976,6,1976,1506,Burger,67 ORIG,11/8/1976,,28,16,28,43,9,,,0,,,,,0,,,3,1,,0,1,0,0,110020,11,3,0,3,,,,,,99,1,9,0
1976-022,1976-022-01,1976-022-01-01,1976-022-01-01-01,12/7/1976,6,1976,1506,Burger,75-503,11/1/1976,,8,29,21,29,1,117,29,0,84,,25,,0,11,2,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,99,1,9,0
1976-023,1976-023-01,1976-023-01-01,1976-023-01-01-01,12/8/1976,1,1976,1506,Burger,75-946,10/12/1976,,21,58,4,58,2,117,58,0,302,58,300,58,0,,2,1,1,4,0,1,0,0,30010,3,2,0,2,,2,200,,99,99,1,9,0
1976-024,1976-024-01,1976-024-01-01,1976-024-01-01-01,12/13/1976,1,1976,1506,Burger,75-1197,11/8/1976,,362,,188,,2,62,,1,66,,66,,0,,,2,1,3,0,1,0,0,20130,2,1,0,1,,3,370,,94,99,1,9,0
1976-025,1976-025-01,1976-025-01-01,1976-025-01-01-01,12/20/1976,1,1976,1506,Burger,75-628,10/5/1976,,179,,28,42,2,,,1,107,,107,,0,,,1,3,3,0,1,1,0,20130,2,2,0,2,,2,231,,92,92,1,7,2
1976-026,1976-026-01,1976-026-01-01,1976-026-01-01-01,12/20/1976,1,1976,1506,Burger,75-1264,11/9/1976,,249,,151,,1,32,,0,118,,26,,1,2,2,1,1,4,0,1,0,0,20060,2,2,0,4,,3,384,,102,99,1,9,0
1976-027,1976-027-01,1976-027-01-01,1976-027-01-01-01,1/10/1977,2,1976,1506,Burger,76-461,,,100,,28,13,2,,,0,302,13,300,13,1,,2,1,3,5,0,1,0,0,40050,4,2,0,2,,2,230,,,99,1,9,0
1976-028,1976-028-01,1976-028-01-01,1976-028-01-01-01,1/11/1977,1,1976,1506,Burger,75-616,10/13/1976,,3,17,139,,1,117,17,0,66,,27,,1,12,3,2,1,4,0,1,0,0,20040,2,1,0,2,,2,231,,101,99,1,5,3
1976-029,1976-029-01,1976-029-01-01,1976-029-01-01-01,1/11/1977,1,1976,1506,Burger,75-1278,11/3/1976,,21,41,8,41,1,117,41,0,104,,26,,0,11,2,2,1,5,0,1,0,0,30010,3,1,0,2,,2,224,,102,99,1,9,0
1976-030,1976-030-01,1976-030-01-01,1976-030-01-01-01,1/11/1977,1,1976,1506,Burger,75-1261,11/29/1976,,304,,212,,2,4,,1,71,,71,,0,,,2,1,3,0,1,0,0,20180,2,1,0,1,,2,212,,103,99,1,9,0
1976-031,1976-031-01,1976-031-01-01,1976-031-01-01-01,1/11/1977,1,1976,1506,Burger,75-1267,11/10/1976,,152,,382,,1,82,,0,21,,21,,0,2,2,2,1,2,0,0,0,0,70070,7,2,0,5,,3,356,,103,99,1,9,0
1976-032,1976-032-01,1976-032-01-01,1976-032-01-01-01,1/12/1977,1,1976,1506,Burger,75-657,11/30/1976,,249,,371,,1,,,0,69,,27,,0,2,3,1,1,2,0,0,0,0,70060,7,1,0,4,,3,351,,92,99,1,6,3
1976-033,1976-033-01,1976-033-01-01,1976-033-01-01-01,1/12/1977,1,1976,1506,Burger,75-1019,11/2/1976,,119,,4,37,2,117,37,0,302,37,300,37,0,,2,2,3,4,0,1,0,0,80100,8,1,0,2,,1,111,,95,99,1,9,0
1976-034,1976-034-01,1976-034-01-01,1976-034-01-01-01,1/12/1977,1,1976,1506,Burger,75-235,10/4/1976,,240,,27,,1,69,,0,123,,30,,0,12,3,1,1,7,0,1,0,0,10050,1,2,0,1,,2,205,,100,99,1,9,0
1976-035,1976-035-01,1976-035-01-01,1976-035-01-01-01,1/12/1977,1,1976,1506,Burger,75-567,10/4/1976,,28,43,187,,1,,,0,302,43,300,43,0,12,2,2,1,5,0,1,1,0,100130,10,1,0,7,,,,,102,99,1,6,3
1976-036,1976-036-01,1976-036-01-01,1976-036-01-01-01,1/12/1977,6,1976,1506,Burger,75-1318,12/1/1976,,195,,195,,2,,,0,302,57,300,57,0,,2,1,1,9,0,0,0,0,90160,9,1,0,3,,,,,,99,1,9,0
1976-037,1976-037-01,1976-037-01-01,1976-037-01-01-01,1/17/1977,2,1976,1506,Burger,76-61,,,28,22,155,,2,,,0,75,,75,,0,,,2,1,5,0,1,0,0,50020,5,1,0,3,,,,,,99,1,9,0
1976-038,1976-038-01,1976-038-01-01,1976-038-01-01-01,1/18/1977,1,1976,1506,Burger,75-906,11/1/1976,,120,,145,,1,,,0,302,43,300,43,0,12,6,2,1,2,0,0,0,0,70180,7,2,0,4,,3,350,,92,99,1,8,1
1976-039,1976-039-01,1976-039-01-01,1976-039-01-01-01,1/18/1977,1,1976,1506,Burger,75-212,10/13/1976,,27,,100,,1,,,0,103,,26,,0,10,2,2,1,4,0,1,0,0,10070,1,1,0,4,,3,339,,101,99,1,6,3
1976-040,1976-040-01,1976-040-01-01,1976-040-01-01-01,1/25/1977,1,1976,1506,Burger,75-1262,11/8/1976,,27,,5,6,2,117,6,0,302,6,301,6,0,,2,1,1,2,0,0,0,0,100110,10,1,0,1,,1,148,,95,99,1,8,1
1976-041,1976-041-01,1976-041-01-01,1976-041-01-01-01,1/25/1977,1,1976,1506,Burger,75-904,11/3/1976,,184,,238,,1,,,0,92,,23,,0,12,4,2,1,5,0,1,0,0,80010,8,1,0,4,,3,310,,98,99,1,9,0
1976-042,1976-042-01,1976-042-01-01,1976-042-01-01-01,1/25/1977,2,1976,1506,Burger,76-201,,,28,43,100,,1,,,0,302,43,300,43,1,12,3,2,1,4,0,1,0,0,10100,1,1,0,2,,2,209,,,99,1,6,1
1976-043,1976-043-01,1976-043-01-01,1976-043-01-01-01,1/25/1977,2,1976,1506,Burger,76-512,,,188,,153,,2,,,0,302,52,300,52,1,,3,1,1,5,0,1,0,0,20130,2,2,0,3,,,,,,99,1,8,1
1976-044,1976-044-01,1976-044-01-01,1976-044-01-01-01,2/22/1977,1,1976,1506,Burger,75-777,10/6/1976,,382,,249,,1,82,,0,32,,32,,1,2,8,1,1,3,0,1,0,0,70020,7,2,0,4,5,3,356,,95,99,1,6,3
1976-045,1976-045-01,1976-045-01-01,1976-045-01-01-01,2/22/1977,1,1976,1506,Burger,75-1510,12/7/1976,,19,48,126,,1,,,0,114,,24,,0,12,3,2,1,3,0,1,0,0,10120,1,1,0,2,,2,214,,95,99,1,7,2
1976-046,1976-046-01,1976-046-01-01,1976-046-01-01-01,2/22/1977,1,1976,1506,Burger,75-1312,12/8/1976,,240,,369,,1,69,,0,9,,27,,0,2,2,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,100,99,1,7,2
1976-047,1976-047-01,1976-047-01-01,1976-047-01-01-01,2/22/1977,1,1976,1506,Burger,75-839,10/13/1976,,28,37,204,,2,117,37,1,96,,96,,0,,,2,1,3,0,1,0,0,50010,5,1,0,2,,2,230,,103,99,1,9,0
1976-048,1976-048-01,1976-048-01-01,1976-048-01-01-01,2/22/1977,1,1976,1506,Burger,75-853,11/1/1976,,233,,139,,1,,,0,74,,26,,0,12,2,2,1,3,0,1,0,0,80010,8,1,0,4,,3,367,,103,99,1,9,0
1976-049,1976-049-01,1976-049-01-01,1976-049-01-01-01,2/22/1977,6,1976,1506,Burger,75-812,12/1/1976,,19,37,8,37,1,117,37,0,96,,22,,0,12,3,2,1,3,0,1,0,0,40030,4,1,0,2,,2,230,,,99,1,5,4
1976-050,1976-050-01,1976-050-01-01,1976-050-01-01-01,2/22/1977,2,1976,1506,Burger,76-489,,,27,,5,29,2,27,,1,85,,85,,0,,,1,1,4,0,1,0,0,20020,2,2,0,4,3,3,378,,,99,1,9,0
1976-051,1976-051-01,1976-051-01-01,1976-051-01-01-01,2/22/1977,2,1976,1506,Burger,76-613,,,145,,116,,1,,,0,96,,22,,0,12,9,1,1,2,0,0,0,0,90110,9,1,0,7,,3,348,,,92,1,7,0
1976-052,1976-052-01,1976-052-01-01,1976-052-01-01-01,2/22/1977,2,1976,1506,Burger,76-667,,,25,41,18,41,2,117,41,1,104,,104,,0,,,2,1,4,0,1,0,0,90200,9,1,0,3,,,,,,92,1,5,3
1976-053,1976-053-01,1976-053-01-01,1976-053-01-01-01,2/23/1977,1,1976,1506,Burger,75-353,10/6/1976,,185,,197,,1,,,0,96,,22,,1,11,3,2,1,3,0,1,0,0,80120,8,1,0,4,5,3,365,,99,99,1,7,2
1976-054,1976-054-01,1976-054-01-01,1976-054-01-01-01,2/23/1977,1,1976,1506,Burger,75-1301,11/10/1976,,170,,170,,2,67,,1,107,,107,,1,12,2,2,1,3,0,1,0,0,20150,2,1,0,1,,2,212,,92,99,1,8,1
1976-055,1976-055-01,1976-055-01-01,1976-055-01-01-01,2/23/1977,1,1976,1506,Burger,75-1443,1/11/1977,,362,,140,,1,62,,0,68,,27,,0,12,3,2,1,3,0,1,0,0,90120,9,1,0,4,5,3,305,,92,99,1,8,0
1976-056,1976-056-01,1976-056-01-01,1976-056-01-01-01,2/23/1977,1,1976,1506,Burger,75-978,12/8/1976,,128,,333,,1,33,,0,127,,24,,0,11,2,2,1,2,0,0,0,0,80130,8,2,0,4,5,3,338,,103,99,1,8,0
1976-057,1976-057-01,1976-057-01-01,1976-057-01-01-01,2/23/1977,6,1976,1506,Burger,75-1150,11/3/1976,,3,45,28,35,2,,,0,302,35,300,35,0,,2,1,1,5,0,1,0,0,80130,8,2,0,3,,,,,,92,1,5,4
1976-058,1976-058-01,1976-058-01-01,1976-058-01-01-01,2/23/1977,6,1976,1506,Burger,54 ORIG,1/17/1977,,27,,28,12,9,,,0,,,,,0,,,2,1,9,0,0,0,0,100010,10,2,0,3,,,,,,99,1,9,0
1976-059,1976-059-01,1976-059-01-01,1976-059-01-01-01,3/1/1977,7,1976,1506,Burger,75-104,10/6/1976,,130,,28,37,1,27,,0,94,,22,,1,12,2,2,1,2,0,0,0,0,20090,2,2,0,2,,2,231,,95,92,1,7,1
1976-060,1976-060-01,1976-060-01-01,1976-060-01-01-01,3/1/1977,1,1976,1506,Burger,75-708,11/1/1976,,156,,27,,1,,,0,73,,26,,1,2,2,1,1,4,0,1,0,0,30200,3,1,1,1,,2,207,,101,99,1,5,4
1976-061,1976-061-01,1976-061-01-01,1976-061-01-01-01,3/2/1977,7,1976,1506,Burger,75-699,10/5/1976,,362,,236,,2,62,,1,94,,94,,0,,,2,2,2,0,0,0,0,20130,2,2,0,1,,3,370,,92,92,1,5,4
1976-062,1976-062-01,1976-062-01-01,1976-062-01-01-01,3/7/1977,1,1976,1506,Burger,75-1198,11/9/1976,,151,,249,,1,,,0,126,,24,,0,11,3,1,1,2,0,0,0,0,70010,7,1,0,4,,3,350,,99,99,1,7,2
1976-063,1976-063-01,1976-063-01-01,1976-063-01-01-01,3/7/1977,1,1976,1506,Burger,75-1157,11/30/1976,,3,37,251,,2,,,1,97,,97,,0,,8,2,1,3,0,1,0,0,20090,2,1,0,2,,2,231,,94,99,1,9,0
1976-064,1976-064-01,1976-064-01-01,1976-064-01-01-01,3/7/1977,1,1976,1506,Burger,76-29,1/19/1977,,245,,28,29,2,117,29,0,302,29,300,29,0,,2,2,1,2,0,0,1,0,80100,8,2,0,2,,1,111,,100,99,1,9,0
1976-065,1976-065-01,1976-065-01-01,1976-065-01-01-01,3/7/1977,1,1976,1506,Burger,75-804,11/8/1976,,247,,249,,1,,,0,302,6,301,6,0,11,4,2,1,5,0,1,0,0,100020,10,1,0,4,,3,356,,101,99,1,9,0
1976-066,1976-066-01,1976-066-01-01,1976-066-01-01-01,3/7/1977,2,1976,1506,Burger,76-867,,,226,,6,42,1,,,0,302,42,300,42,0,12,2,1,1,3,0,1,0,0,30010,3,2,0,2,,2,200,,,99,1,9,0
1976-067,1976-067-01,1976-067-01-01,1976-067-01-01-01,3/21/1977,2,1976,1506,Burger,76-457,,,362,,199,,2,106,,0,94,,94,,0,,3,2,1,4,0,1,0,0,20130,2,1,0,1,,2,212,,,99,1,9,0
1976-068,1976-068-01,1976-068-01-01,1976-068-01-01-01,3/21/1977,2,1976,1506,Burger,76-5881,,,175,,28,51,1,,,0,119,,25,,0,12,8,1,1,4,0,1,0,0,90320,9,2,0,3,4,6,600,28 U.S.C. § 2281,,99,1,9,0
1976-069,1976-069-01,1976-069-01-01,1976-069-01-01-01,3/21/1977,2,1976,1506,Burger,76-5920,,,215,,28,12,1,,,0,56,,25,,0,12,8,1,1,4,0,1,0,0,90320,9,2,0,3,4,6,600,28 U.S.C. § 2281,,99,1,9,0
1976-070,1976-070-01,1976-070-01-01,1976-070-01-01-01,3/22/1977,1,1976,1506,Burger,75-1397,11/30/1976,,16,37,138,,2,,,1,96,,96,,0,,,2,1,3,0,1,0,0,90010,9,1,0,7,3,5,500,,102,99,1,6,3
1976-071,1976-071-01,1976-071-01-01,1976-071-01-01-01,3/22/1977,7,1976,1506,Burger,74-6593,11/30/1976,,126,,28,12,1,,,0,302,12,300,12,1,11,2,1,1,5,0,1,0,0,10130,1,2,0,2,,2,221,,103,99,1,8,1
1976-073,1976-073-01,1976-073-01-01,1976-073-01-01-01,3/22/1977,1,1976,1506,Burger,75-811,1/19/1977,,28,10,215,,1,,,0,55,,32,,0,12,3,2,1,3,0,1,0,0,10020,1,1,0,4,3,,,,103,99,1,9,0
1976-074,1976-074-01,1976-074-01-01,1976-074-01-01-01,3/23/1977,1,1976,1506,Burger,74-1263,10/4/1976,,28,19,126,,1,,,0,71,,28,,1,11,2,2,1,2,0,0,0,0,10120,1,2,0,2,,2,214,,94,92,1,5,4
1976-075,1976-075-01,1976-075-01-01,1976-075-01-01-01,3/23/1977,1,1976,1506,Burger,75-746,11/29/1976,,151,,392,,1,92,,0,23,,25,,1,10,2,1,1,2,0,0,0,0,10580,1,1,0,1,,2,218,,95,99,1,8,0
1976-076,1976-076-01,1976-076-01-01,1976-076-01-01-01,3/23/1977,1,1976,1506,Burger,75-1753,1/18/1977,,237,,237,,1,,,0,96,,22,,1,10,3,2,1,4,0,1,0,0,80120,8,1,0,4,5,3,365,,95,99,1,8,1
1976-077,1976-077-01,1976-077-01-01,1976-077-01-01-01,3/23/1977,1,1976,1506,Burger,75-1552,11/9/1976,,28,51,222,,1,,,0,121,,25,,0,11,3,2,1,2,0,0,0,0,20040,2,2,0,2,,2,231,,100,92,1,5,4
1976-078,1976-078-01,1976-078-01-01,1976-078-01-01-01,3/29/1977,1,1976,1506,Burger,75-1053,12/6/1976,,28,6,158,,1,117,6,0,48,,29,,0,12,2,2,3,2,0,0,0,0,100030,10,2,0,4,,6,600,21 U.S.C. § 601,98,99,1,7,2
1976-079,1976-079-01,1976-079-01-01,1976-079-01-01-01,3/29/1977,6,1976,1506,Burger,75-6909,3/22/1977,,126,,28,12,1,,,0,,,25,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,99,1,9,0
1976-080,1976-080-01,1976-080-01-01,1976-080-01-01-01,4/4/1977,1,1976,1506,Burger,75-1868,2/23/1977,,216,,4,6,2,117,6,0,302,6,300,6,0,12,3,2,1,2,0,0,0,0,80100,8,2,0,2,,1,111,,92,92,1,7,0
1976-081,1976-081-01,1976-081-01-01,1976-081-01-01-01,4/4/1977,1,1976,1506,Burger,76-120,2/23/1977,,27,,100,,1,,,0,122,,25,,0,12,9,2,1,2,0,0,0,0,10170,1,2,0,1,,2,206,,92,92,1,7,1
1976-082,1976-082-01,1976-082-01-01,1976-082-01-01-01,4/4/1977,1,1976,1506,Burger,75-562,1/12/1977,,170,,19,49,1,,,0,115,,28,,0,11,2,1,1,2,0,0,0,0,20150,2,1,0,4,,6,600,36 Stat. 448,102,99,1,6,3
1976-083,1976-083-01,1976-083-01-01,1976-083-01-01-01,4/4/1977,1,1976,1506,Burger,75-1704,3/1/1977,,27,,250,,2,6,,1,94,,94,,0,,1,2,1,3,0,1,0,0,20060,2,1,0,1,,2,212,,103,99,1,8,0
1976-084,1976-084-01,1976-084-01-01,1976-084-01-01-01,4/19/1977,1,1976,1506,Burger,75-661,1/18/1977,,27,,170,,1,,,0,64,,29,,0,12,3,2,1,4,0,1,0,0,20150,2,1,0,1,,2,212,,99,99,1,9,0
1976-085,1976-085-01,1976-085-01-01,1976-085-01-01-01,4/19/1977,1,1976,1506,Burger,75-6527,11/2/1976,,239,,19,12,1,117,12,0,58,,25,,0,12,2,1,1,2,0,0,0,0,10140,1,1,0,2,,2,221,,101,99,1,5,4
1976-086,1976-086-01,1976-086-01-01,1976-086-01-01-01,4/19/1977,5,1976,1506,Burger,76-37,2/22/1977,,155,,21,45,1,117,45,0,109,,23,,0,12,3,1,1,2,0,0,0,0,20130,2,1,0,3,,,,,,,1,4,4
